2026-01-05 19:02:47 [INFO] ==== Merge Features Started (run_id=MERGE_20260105_190247) ====
2026-01-05 19:02:47 [INFO] Dry-run mode: False
2026-01-05 19:02:47 [INFO] Creating SQLAlchemy engine...
2026-01-05 19:02:47 [INFO] Connected to Azure SQL successfully.
2026-01-05 19:02:48 [INFO] Loaded 25,740 raw price rows.
2026-01-05 19:03:02 [INFO] Loaded 1,456,767 indicator rows.
2026-01-05 19:03:03 [INFO] Pivoted indicators to wide format: 21 columns.
2026-01-05 19:03:03 [INFO] Merged dataset: 25,740 rows, 33 columns.
2026-01-05 19:03:04 [INFO] Writing 25,740 rows to tblMergedFeatures in batches of 100...
2026-01-05 19:03:04 [INFO] Inserting batch 1 (100 rows)...
2026-01-05 19:03:04 [INFO] Inserting batch 2 (100 rows)...
2026-01-05 19:03:04 [INFO] Inserting batch 3 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 4 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 5 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 6 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 7 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 8 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 9 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 10 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 11 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 12 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 13 (100 rows)...
2026-01-05 19:03:05 [INFO] Inserting batch 14 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 15 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 16 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 17 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 18 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 19 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 20 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 21 (100 rows)...
2026-01-05 19:03:06 [INFO] Inserting batch 22 (100 rows)...
